Date,Day,S_Guinea,E_Guinea,I_Guinea,R_Guinea,D_Guinea,S_Liberia,E_Liberia,I_Liberia,R_Liberia,D_Liberia,S_SierraLeone,E_SierraLeone,I_SierraLeone,R_SierraLeone,D_SierraLeone,Travel_Rate_Guinea,Travel_Rate_Liberia,Travel_Rate_SierraLeone,Contact_Rate_Guinea,Contact_Rate_Liberia,Contact_Rate_SierraLeone
2013-12-28,0,11932400.0,0.0,100.0,0.0,0.0,4544990.0,0.0,10.0,0.0,0.0,6022490.0,0.0,10.0,0.0,0.0,0.001,0.001,0.001,2.0,1.5,1.8
2013-12-29,1,11953656.640573373,47.52193078642419,71.18404368765756,6.482875229189728,25.291994175648195,4530780.14014526,4.778791444333171,7.1491204779042405,0.6510581981602438,2.534754858169638,6015382.240105606,5.033358856025546,7.163515823352184,0.6514573240688202,2.5362748967155637,0.001,0.001,0.001,2.0,1.5,1.8
2013-12-30,2,11966523.34047918,77.41337531046382,55.11333339444262,11.28011150024729,44.016455463147274,4522173.640764474,7.81541852460773,5.551536658382278,1.135875683248913,4.418078570862326,6011076.8508164575,8.258493115028225,5.598146871806195,1.1386324087769395,4.428482375855762,0.001,0.001,0.001,2.0,1.5,1.8
2013-12-31,3,11974308.171264159,97.20886613147734,46.463396717380746,15.15128621798848,59.12869667199655,4516960.586501405,9.842473957331196,4.691703183568666,1.52845614949256,5.942173701806204,6008468.559886786,10.439058879345469,4.777409672906959,1.5364696929258983,5.972356661784386,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-01,4,11979014.7102308,111.27332877014798,42.152986515423564,18.538838169243142,72.35261267241476,4513802.614606087,11.291940262081493,4.26603846567151,1.8726897491620518,7.278971650123987,6006887.997566136,12.027325194219689,4.392698512147511,1.8891413157656591,7.341025690727661,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-02,5,11981856.43569192,122.14127506090888,40.3972393669073,21.70198178912553,84.69910963902223,4511889.1893131165,12.417755980302013,4.09689835472569,2.194575742092657,8.529797672965778,6005929.783537734,13.28931430287504,4.2647677377383335,2.2226682687478125,8.636073307879474,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-03,6,11983568.28617884,131.28832028109505,40.16211554955091,24.793915857719416,96.76603067459362,4510729.435235206,13.369093481904795,4.08081130532514,2.5095901537055956,9.75475176309394,6005348.412464553,14.381183922603523,4.290152686225065,2.552503001831502,9.917652714012915,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-04,7,11984595.363717785,139.57692599216972,40.84904881416063,27.906484442421014,108.91198384109695,4510026.068261975,14.233743470625633,4.157747081762028,2.8270618837505146,10.9899652475888,6004995.200743188,15.394821563627573,4.40944121326992,2.8879942674678594,11.222059226507909,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-05,8,11985207.225867612,147.51439212478888,42.11229590070928,31.0960644842158,121.35720967151731,4509599.046010765,15.063645122549287,4.293028328990292,3.152748579511212,12.257689953240385,6004780.10069787,16.38471950461569,4.588719111218237,3.2349876813279326,12.571923280956618,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-06,9,11985567.10850668,155.4023537521922,43.75301262727527,34.398591812246025,134.24216352903252,4509339.3294017315,15.889851265619477,4.466742960860399,3.4903446422466997,13.572180140538121,6004648.5749152545,17.383700715039165,4.808799189678778,3.5973320796379196,13.982103613538836,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-07,10,11985773.851594698,163.4234773031211,45.65777868175053,37.83829153725658,147.66156642996847,4509180.879927626,16.731278854460697,4.667569636006024,3.8423614424115837,14.94311626824772,6004567.591118865,18.41208256883227,5.058996010516679,3.977750233727882,15.463089834028361,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-08,11,11985887.291962737,171.69176729071506,47.7629039446684,41.432755506694384,161.68421532516373,4509083.700767513,17.599817717445983,4.889185640751737,4.210640507357545,16.37759689563059,6004517.140535133,19.483004769393844,5.333537296924497,4.378342342294976,17.02296736895851,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-09,12,11985943.642651679,180.28177373367782,50.033700289795114,45.195899130910924,176.3645242156727,4509023.566222029,18.50331073452646,5.128180572924044,4.59665286303507,17.881298245835612,6004485.101331172,20.6055243728668,5.6294986571223555,4.80087795480852,18.668554338634195,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-10,13,11985964.80751416,189.24556117319315,52.45244454937118,49.13968698949007,191.7492631802642,4508985.801668427,19.447292021044298,5.3828460324898,5.001674032790367,19.459150621136736,6004464.127839927,21.786414208737803,5.945616387101122,5.246966142247504,20.40606214025791,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-11,14,11985964.022541536,198.62257725969548,55.011390562746016,53.27514372292608,207.88150900354617,4508961.516636722,20.43600125463651,5.6524742082554615,5.426886818003366,21.11573465595576,6004449.766650923,23.031209503650246,6.281605827397931,5.71815562093708,22.241482371777394,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-12,15,11985949.272542996,208.44540201768393,57.70871477229664,57.612950306956286,224.80297750781307,4508945.323460832,21.47297652824307,5.936951808580597,5.873442170060557,22.85551529062689,6004439.315664742,24.34481908223099,6.637770609243072,6.215994585309738,24.180816744633532,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-13,16,11985925.360419713,218.74310729590076,60.54616665661146,62.16380002595993,242.555417383016,4508933.955634303,22.561401947193747,6.236525335791501,6.342495758342512,24.682981854969185,6004431.133101402,25.731884572352588,7.0147792819151915,6.742067376587579,26.230217089485734,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-14,17,11985895.160233686,229.5432299954749,63.52771024275538,66.9386154042843,261.1814605278991,4508925.431132781,23.70431259446072,6.551665766541369,6.8352304593608455,26.602733926344634,6004424.219050488,27.19699389944453,7.413538298680569,7.298017859206207,28.396074064876345,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-15,18,11985860.376214541,240.87294240542315,66.65874141593984,71.9486850070404,280.7251588321877,4508918.545589321,24.9047166945117,6.8829908641365165,7.352870717813993,28.619536002200395,6004417.961980944,28.74481073407453,7.835120470604461,7.88556521450546,30.68507682911505,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-16,19,11985822.002249999,252.75975716844454,69.94564052703842,77.20575422917382,301.2323406611581,4508912.5654217815,26.165669690250134,7.231220984121891,7.896692230264278,30.73835431295669,6004411.985245535,30.380155508489107,8.280725457061077,8.506515447505054,33.10425646296322,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-17,20,11985780.600135893,265.23196375889813,73.39551992138789,82.72208999648355,322.7508649329538,4508907.041942817,27.49032053167953,7.597154316927074,8.468028971071096,32.96438354956475,6004406.054086708,32.10805874418301,8.751658758123694,9.162770531168162,35.661020562500106,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-18,21,11985736.467985155,278.3189103195081,77.01608519109149,88.51053091871071,345.3308179587287,4508901.698784017,28.881941944022547,7.981653456399803,9.068278734810066,35.30306800713445,6004400.019304567,33.9337986727561,9.249321463688073,9.85633630726415,38.363183281197784,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-19,22,11985689.74213888,292.05119721704375,80.81556283911499,94.58452964079063,369.02467948794884,4508896.363698444,30.343951550836298,8.385638579217815,9.698907885141612,37.76011977716092,6004393.783116137,35.862930134088415,9.775206294179652,10.589329804297526,41.21899332278605,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-20,23,11985640.458747964,306.46082076025664,84.8026669885827,100.95819132101497,393.8874733846474,4508890.927272509,31.879927846551393,8.810084513243716,10.361455714998957,40.341535524293114,6004387.278469567,37.90130880602732,10.330897377865831,11.363986364263667,44.23716135214184,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-21,24,11985588.591095818,321.58128975103887,88.98658903574207,107.64631056906161,419.9769121121441,4508885.317819485,33.49362338038288,9.256020097116952,11.05753866063036,43.05361276206532,6004380.456448354,40.05511316445433,10.918072279216863,12.182666816712509,47.426887706767864,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-22,25,11985534.071851598,337.44772743385266,93.377001443802,114.66440818024977,447.35354029210504,4508879.48632043,35.188976466146144,9.724528959988062,11.788854510409069,45.9029661561328,6004373.278697723,42.33086552598319,11.538505481141005,13.047864846647963,50.79789094725856,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-23,26,11985476.806657214,354.0969672839789,97.98406975685475,122.02876856129996,476.0808808736563,4508873.397138237,36.97012230304515,10.21675113609555,12.55718670371225,48.89654420998705,6004365.712735574,44.73545308397411,12.194072788584162,13.962214656443361,54.36043761003314,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-24,27,11985416.682121428,371.5676465000212,102.81847022907866,129.75647829538116,506.22558568556985,4508867.022453316,38.84140391688173,10.733885258299482,13.36440876899559,52.041646514834355,6004357.729121918,47.2761493770524,12.886756430604182,14.928498980489962,58.125373374575794,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-25,28,11985353.570537632,389.90030030265154,107.89141110534453,137.86546624845988,537.8575919597279,4508860.338873997,40.80738325234472,11.277191137671277,14.212488945796244,55.3459417305691,6004349.299713035,49.96063656675268,13.61865069777508,15.949657512698469,62.10415586682583,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-26,29,11985287.332634337,409.1374585988709,113.21465655682726,146.37454541702604,571.0502856202544,4508853.325347855,42.87285258346745,11.847992632702821,15.103495013387597,58.81748638136585,6004340.396563251,52.797028716170196,14.391968037017033,17.028795778586414,66.30888921347974,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-27,30,11985217.819073614,429.3237460455683,118.80055276566466,155.303456702438,605.8806720695494,4508845.961895895,45.04284635627635,12.447680759389016,16.039599347821458,62.46474454748796,6004330.991235111,55.79389622755691,15.209045572497672,18.16919448930867,70.75236048727818,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-28,31,11985144.871216148,450.5059863251216,124.6620558439827,164.67291478690694,642.4295551603008,4508838.228822859,47.32265355495499,13.077717013218033,17.023084228091818,66.29660853181582,6004321.054344311,58.960291580090605,16.072352041893836,19.374319416250202,75.448078189754,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-29,32,11985068.321425034,472.73331130770987,130.81276150590352,174.5046563183738,680.7817251658844,4508830.106220883,49.71783066955004,13.739636898078373,18.056347415967284,70.32242059537775,6004310.555247733,62.305776512279394,16.984495163418696,20.647831834215374,80.41031295610793,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-30,33,11984987.993086327,496.05727508891584,137.2669363171734,184.82149034029882,721.0261555026223,4508821.573648271,52.23421526411423,14.43505364351159,19.141908002914423,74.55199573514186,6004299.461815473,65.84045063986873,17.94822941428786,21.99359952468766,85.65414044704939,0.001,0.001,0.001,2.0,1.5,1.8
